"","School","State","School.Type","Total.Disbursements","Year"
"1508","COLLEGE OF SOUTHERN IDAHO","ID","Public",30395817,"1011"
"1509","IDAHO STATE UNIVERSITY","ID","Public",27982507.73,"1011"
"1510","LEWIS-CLARK STATE COLLEGE","ID","Public",7946088,"1011"
"1511","NORTH IDAHO COLLEGE","ID","Public",13110006.21,"1011"
"1512","NORTHWEST NAZARENE UNIVERSITY","ID","Private-Nonprofit",2613813.21,"1011"
"1513","BRIGHAM YOUNG UNIVERSITY-IDAHO","ID","Private-Nonprofit",52937906.75,"1011"
"1514","UNIVERSITY OF IDAHO","ID","Public",18990851,"1011"
"1515","MR. JUAN'S COLLEGE OF HAIR DESIGN","ID","Proprietary",230113,"1011"
"1516","EASTERN IDAHO TECHNICAL COLLEGE","ID","Public",1902790.58,"1011"
"1517","CARRINGTON COLLEGE","ID","Proprietary",3381570.39,"1011"
"1518","BOISE BIBLE COLLEGE","ID","Private-Nonprofit",504631.44,"1011"
"1519","MR. LEON'S SCHOOL OF HAIR DESIGN","ID","Proprietary",459803.2,"1011"
"1520","SCHOOL OF HAIRSTYLING (THE)","ID","Proprietary",397220,"1011"
"1521","TONI&GUY HAIRDRESSING ACADEMY","ID","Proprietary",1311601.38,"1011"
"1522","HEADMASTERS SCHOOL OF HAIR DESIGN","ID","Proprietary",300289.4,"1011"
"1523","RAZZLE DAZZLE COLLEGE OF HAIR DESIGN","ID","Proprietary",614063.5,"1011"
"1524","PAUL MITCHELL THE SCHOOL BOISE","ID","Proprietary",783316.28,"1011"
"1525","MILAN INSTITUTE","ID","Proprietary",3596946,"1011"
"1526","COSMETOLOGY SCHOOL OF ARTS AND SCIENCES","ID","Proprietary",303345.67,"1011"
"1527","EVANS HAIRSTYLING COLLEGE","ID","Proprietary",311588.4,"1011"
"1528","HAIR ACADEMY PAUL MITCHELL PARTNER SCHOOL (THE)","ID","Proprietary",913160,"1011"
"1529","D & L ACADEMY OF HAIR DESIGN","ID","Proprietary",156006.76,"1011"
"1530","OLIVER FINLEY ACADEMY OF COSMETOLOGY","ID","Proprietary",668665,"1011"
"1531","MASTER EDUCATORS BEAUTY SCHOOL","ID","Proprietary",177299,"1011"
"1532","COLLEGE OF MASSAGE THERAPY","ID","Proprietary",78914,"1011"
"1533","D'SHAW INSTITUTE OF COSMETOLOGY","ID","Proprietary",191046,"1011"
"1534","AMERICAN ACADEMY OF ART","IL","Proprietary",937538,"1011"
"1535","AUGUSTANA COLLEGE","IL","Private-Nonprofit",2326030,"1011"
"1536","AURORA UNIVERSITY","IL","Private-Nonprofit",4476217.26,"1011"
"1537","SOUTHWESTERN ILLINOIS COLLEGE","IL","Public",17985720.09,"1011"
"1538","BLACK HAWK COLLEGE","IL","Public",9534469,"1011"
"1539","BLACKBURN UNIVERSITY","IL","Private-Nonprofit",1373248.72,"1011"
"1540","PRAIRIE STATE COLLEGE","IL","Public",9602580.58,"1011"
"1541","BRADLEY UNIVERSITY","IL","Private-Nonprofit",5843017,"1011"
"1542","SPOON RIVER COLLEGE","IL","Public",3036156.89,"1011"
"1543","CITY COLLEGES OF CHICAGO SYSTEM OFFICE","IL","Public",50920,"1011"
"1544","CITY COLLEGES OF CHICAGO HARRY S TRUMAN COLLEGE","IL","Public",13603401.64,"1011"
"1545","RICHARD J DALEY COLLEGE-CITY COLLEGES OF CHICAGO","IL","Public",11902128.48,"1011"
"1546","CITY COLLEGES OF CHICAGO - MALCOLM X COLLEGE","IL","Public",15809057.16,"1011"
"1547","HAROLD WASHINGTON COLLEGE","IL","Public",22949723.79,"1011"
"1548","CITY COLLEGES OF CHICAGO - KENNEDY KING COLLEGE","IL","Public",17933590.59,"1011"
"1549","WILBUR WRIGHT COLLEGE","IL","Public",16076008.04,"1011"
"1550","UNIVERSITY OF SAINT FRANCIS","IL","Private-Nonprofit",2542253,"1011"
"1551","COLUMBIA COLLEGE","IL","Private-Nonprofit",18161108.44,"1011"
"1552","CONCORDIA UNIVERSITY","IL","Private-Nonprofit",2657757.4,"1011"
"1553","DANVILLE AREA COMMUNITY COLLEGE","IL","Public",5567611.35,"1011"
"1554","DEPAUL UNIVERSITY","IL","Private-Nonprofit",26936190,"1011"
"1555","EASTERN ILLINOIS UNIVERSITY","IL","Public",16319887,"1011"
"1556","ELGIN COMMUNITY COLLEGE","IL","Public",11813886.34,"1011"
"1557","ELMHURST COLLEGE","IL","Private-Nonprofit",4070088,"1011"
"1558","EUREKA COLLEGE","IL","Private-Nonprofit",1293980,"1011"
"1559","HIGHLAND COMMUNITY COLLEGE","IL","Public",4702470.38,"1011"
"1560","GREENVILLE COLLEGE","IL","Private-Nonprofit",2678833,"1011"
"1561","HEBREW THEOLOGICAL COLLEGE","IL","Private-Nonprofit",1428352,"1011"
"1562","ILLINOIS COLLEGE","IL","Private-Nonprofit",1405020,"1011"
"1563","ILLINOIS INSTITUTE OF TECHNOLOGY","IL","Private-Nonprofit",4120832.71,"1011"
"1564","ILLINOIS STATE UNIVERSITY","IL","Public",20220360.98,"1011"
"1565","NORTHEASTERN ILLINOIS UNIVERSITY","IL","Public",20436737,"1011"
"1566","CHICAGO STATE UNIVERSITY","IL","Public",21060722.91,"1011"
"1567","ILLINOIS WESLEYAN UNIVERSITY","IL","Private-Nonprofit",1724379,"1011"
"1568","JOLIET JUNIOR COLLEGE","IL","Public",14180237.44,"1011"
"1569","JUDSON UNIVERSITY","IL","Private-Nonprofit",1624828.5,"1011"
"1570","KASKASKIA COLLEGE","IL","Public",7682841.87,"1011"
"1571","KENDALL COLLEGE","IL","Proprietary",5014863,"1011"
"1572","KNOX COLLEGE","IL","Private-Nonprofit",1650983,"1011"
"1573","ILLINOIS VALLEY COMMUNITY COLLEGE","IL","Public",5873139.57,"1011"
"1574","LAKE FOREST COLLEGE","IL","Private-Nonprofit",2295716,"1011"
"1575","LEWIS UNIVERSITY","IL","Private-Nonprofit",5697935.21,"1011"
"1576","LINCOLN CHRISTIAN UNIVERSITY","IL","Private-Nonprofit",1468257.73,"1011"
"1577","LINCOLN COLLEGE","IL","Private-Nonprofit",3869949,"1011"
"1578","LOYOLA UNIVERSITY CHICAGO","IL","Private-Nonprofit",16475033.42,"1011"
"1579","MACCORMAC COLLEGE","IL","Private-Nonprofit",526974,"1011"
"1580","MACMURRAY COLLEGE","IL","Private-Nonprofit",1223965,"1011"
"1581","MCKENDREE UNIVERSITY","IL","Private-Nonprofit",3850030,"1011"
"1582","MILLIKIN UNIVERSITY","IL","Private-Nonprofit",3788064.8,"1011"
"1583","MONMOUTH COLLEGE","IL","Private-Nonprofit",2358018.69,"1011"
"1584","MOODY BIBLE INSTITUTE","IL","Private-Nonprofit",3007679,"1011"
"1585","MORTON COLLEGE","IL","Public",8577614.28,"1011"
"1586","NATIONAL UNIVERSITY OF HEALTH SCIENCES (THE)","IL","Private-Nonprofit",231696,"1011"
"1587","NATIONAL LOUIS UNIVERSITY","IL","Private-Nonprofit",3980174.12,"1011"
"1588","NORTH CENTRAL COLLEGE","IL","Private-Nonprofit",2818565,"1011"
"1589","NORTH PARK UNIVERSITY","IL","Private-Nonprofit",3317117.71,"1011"
"1590","NORTHERN ILLINOIS UNIVERSITY","IL","Public",33087346.75,"1011"
"1591","NORTHWESTERN UNIVERSITY","IL","Private-Nonprofit",5700268,"1011"
"1592","OLIVET NAZARENE UNIVERSITY","IL","Private-Nonprofit",5001953.22,"1011"
"1593","ILLINOIS EASTERN COMMUNITY COLLEGES - OLNEY CENTRAL COLLEGE","IL","Public",2991465,"1011"
"1594","QUINCY UNIVERSITY","IL","Private-Nonprofit",3387344.4,"1011"
"1595","ROBERT MORRIS UNIVERSITY ILLINOIS","IL","Private-Nonprofit",17910920,"1011"
"1596","ROCK VALLEY COLLEGE","IL","Public",11368965.87,"1011"
"1597","ROCKFORD COLLEGE","IL","Private-Nonprofit",1902165,"1011"
"1598","ROOSEVELT UNIVERSITY","IL","Private-Nonprofit",7034134,"1011"
"1599","DOMINICAN UNIVERSITY","IL","Private-Nonprofit",3677686,"1011"
"1600","SAUK VALLEY COMMUNITY COLLEGE","IL","Public",4173503.23,"1011"
"1601","SCHOOL OF THE ART INSTITUTE OF CHICAGO","IL","Private-Nonprofit",3224863.2,"1011"
"1602","SHIMER COLLEGE","IL","Private-Nonprofit",264140.5,"1011"
"1603","SOUTHEASTERN ILLINOIS COLLEGE","IL","Public",3531986,"1011"
"1604","SOUTHERN ILLINOIS UNIVERSITY AT CARBONDALE","IL","Public",30207559,"1011"
"1605","SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE","IL","Public",17194287.96,"1011"
"1606","SPRINGFIELD COLLEGE ILLINOIS","IL","Private-Nonprofit",269718,"1011"
"1607","BENEDICTINE UNIVERSITY","IL","Private-Nonprofit",6871140,"1011"
"1608","SAINT XAVIER UNIVERSITY","IL","Private-Nonprofit",6486257.19,"1011"
"1609","SOUTH SUBURBAN COLLEGE OF COOK COUNTY","IL","Public",17803536.39,"1011"
"1610","TRINITY CHRISTIAN COLLEGE","IL","Private-Nonprofit",2224110.25,"1011"
"1611","TRINITY INTERNATIONAL UNIVERSITY","IL","Private-Nonprofit",2848784.36,"1011"
"1612","TRITON COLLEGE","IL","Public",15248022.98,"1011"
"1613","UNIVERSITY OF CHICAGO (THE)","IL","Private-Nonprofit",4526686,"1011"
"1614","UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN","IL","Public",31441543,"1011"
"1615","UNIVERSITY OF ILLINOIS AT CHICAGO","IL","Public",40068109,"1011"
"1616","VANDERCOOK COLLEGE OF MUSIC","IL","Private-Nonprofit",371808,"1011"
"1617","ILLINOIS EASTERN COMMUNITY COLLEGES - WABASH VALLEY COLLEGE","IL","Public",1870120,"1011"
"1618","WESTERN ILLINOIS UNIVERSITY","IL","Public",18301771.5,"1011"
"1619","WHEATON COLLEGE","IL","Private-Nonprofit",2347935,"1011"
"1620","WORSHAM COLLEGE OF MORTUARY SCIENCE","IL","Proprietary",258268,"1011"
"1621","HARPER COLLEGE","IL","Public",14727998.33,"1011"
"1622","GEM CITY COLLEGE","IL","Proprietary",174584,"1011"
"1623","MIDSTATE COLLEGE","IL","Proprietary",2118001.96,"1011"
"1624","BLESSING HOSPITAL","IL","Private-Nonprofit",327340.37,"1011"
"1625","TRINITY COLLEGE OF NURSING AND HEALTH SCIENCES","IL","Private-Nonprofit",270463,"1011"
"1626","METHODIST COLLEGE","IL","Private-Nonprofit",1163916,"1011"
"1627","SAINT FRANCIS MEDICAL CENTER COLLEGE OF NURSING","IL","Private-Nonprofit",430527.06,"1011"
"1628","CHAMBERLAIN COLLEGE OF NURSING","IL","Proprietary",12337928,"1011"
"1629","COLLEGE OF DU PAGE","IL","Public",20211696.39,"1011"
"1630","ILLINOIS CENTRAL COLLEGE","IL","Public",17424803.63,"1011"
"1631","WAUBONSEE COMMUNITY COLLEGE","IL","Public",8576583,"1011"
"1632","PARKLAND COLLEGE","IL","Public",13548484.66,"1011"
"1633","REND LAKE COLLEGE","IL","Public",6147201.84,"1011"
"1634","LINCOLN LAND COMMUNITY COLLEGE","IL","Public",9192715.45,"1011"
"1635","CARL SANDBURG COLLEGE","IL","Public",5471577.91,"1011"
"1636","COYNE COLLEGE","IL","Proprietary",5126995,"1011"
"1637","LAKE LAND COLLEGE","IL","Public",8688855.91,"1011"
"1638","KISHWAUKEE COLLEGE","IL","Public",7361757.4,"1011"
"1639","KANKAKEE COMMUNITY COLLEGE","IL","Public",7760631.66,"1011"
"1640","MCHENRY COUNTY COLLEGE","IL","Public",5529514.75,"1011"
"1641","MORAINE VALLEY COMMUNITY COLLEGE","IL","Public",15795931.52,"1011"
"1642","SHAWNEE COMMUNITY COLLEGE","IL","Public",5258741,"1011"
"1643","COLLEGE OF LAKE COUNTY","IL","Public",11831902.42,"1011"
"1644","MS ROBERTS ACADEMY OF BEAUTY CULTURE","IL","Proprietary",371325,"1011"
"1645","JOHN A. LOGAN COLLEGE","IL","Public",9311940.81,"1011"
"1646","EDUCATORS OF BEAUTY","IL","Proprietary",833223,"1011"
"1647","ALVAREITA'S COLLEGE OF COSMETOLOGY","IL","Proprietary",378273,"1011"
"1648","ROCKFORD CAREER COLLEGE","IL","Proprietary",3104776,"1011"
"1649","MORRISON INSTITUTE OF TECHNOLOGY","IL","Private-Nonprofit",244165,"1011"
"1650","GRAHAM HOSPITAL SCHOOL OF NURSING","IL","Private-Nonprofit",239106.83,"1011"
"1651","CANNELLA SCHOOL OF HAIR DESIGN","IL","Proprietary",368600,"1011"
"1652","GOVERNORS STATE UNIVERSITY","IL","Public",6613115,"1011"
"1653","UNIVERSITY OF ILLINOIS AT SPRINGFIELD","IL","Public",5001506,"1011"
"1654","EDUCATORS OF BEAUTY","IL","Proprietary",336189,"1011"
"1655","CANNELLA SCHOOL OF HAIR DESIGN","IL","Proprietary",508744,"1011"
"1656","OLIVE HARVEY COLLEGE","IL","Public",12534221.58,"1011"
"1657","ILLINOIS EASTERN COMMUNITY COLLEGES - LINCOLN TRAIL COLLEGE","IL","Public",1508867,"1011"
"1658","RUSH UNIVERSITY","IL","Private-Nonprofit",130812.44,"1011"
"1659","OAKTON COMMUNITY COLLEGE","IL","Public",8543499,"1011"
"1660","SAINT ANTHONY COLLEGE OF NURSING","IL","Private-Nonprofit",303704,"1011"
"1661","LEWIS AND CLARK COMMUNITY COLLEGE","IL","Public",8337649.6,"1011"
"1662","LAKEVIEW COLLEGE OF NURSING","IL","Private-Nonprofit",366869,"1011"
"1663","TRI COUNTY BEAUTY ACADEMY","IL","Proprietary",77888,"1011"
"1664","CAPITAL AREA CAREER CENTER","IL","Public",640916,"1011"
"1665","DEVRY UNIVERSITY","IL","Proprietary",276783554,"1011"
"1666","PIVOT POINT ACADEMY","IL","Proprietary",1315226,"1011"
"1667","RICHLAND COMMUNITY COLLEGE","IL","Public",5162351.63,"1011"
"1668","TAYLOR BUSINESS INSTITUTE","IL","Proprietary",1214299,"1011"
"1669","EVEREST COLLEGE","IL","Proprietary",5632549.25,"1011"
"1670","NORTHWESTERN COLLEGE","IL","Proprietary",6721049.03,"1011"
"1671","ILLINOIS INSTITUTE OF ART (THE)","IL","Proprietary",17333828.67,"1011"
"1672","JOHN WOOD COMMUNITY COLLEGE","IL","Public",5195819.21,"1011"
"1673","CAPRI BEAUTY COLLEGE","IL","Proprietary",583055.64,"1011"
"1674","CAPRI OAK FOREST BEAUTY COLLEGE","IL","Proprietary",549270.33,"1011"
"1675","HARRINGTON COLLEGE OF DESIGN","IL","Proprietary",1574092.52,"1011"
"1676","VATTEROTT COLLEGE","IL","Proprietary",6875420.75,"1011"
"1677","TELSHE YESHIVA-CHICAGO","IL","Private-Nonprofit",204605,"1011"
"1678","ILLINOIS EASTERN COMMUNITY COLLEGES -FRONTIER COMMUNITY COLLEGE","IL","Public",1277182,"1011"
"1679","AMERICAN INTERCONTINENTAL UNIVERSITY","IL","Proprietary",107536479.13,"1011"
"1680","BECK AREA CAREER CENTER","IL","Public",408378,"1011"
"1681","UNIVERSITY OF SPA & COSMETOLOGY ARTS","IL","Proprietary",544837.08,"1011"
"1682","COSMETOLOGY AND SPA INSTITUTE","IL","Proprietary",547848,"1011"
"1683","INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY","IL","Proprietary",20310411.98,"1011"
"1684","EAST-WEST UNIVERSITY","IL","Private-Nonprofit",3972422,"1011"
"1685","ST. AUGUSTINE COLLEGE","IL","Private-Nonprofit",6440076,"1011"
"1686","MR. JOHN'S SCHOOL OF COSMETOLOGY, ESTHETICS & NAILS","IL","Proprietary",304982,"1011"
"1687","CANNELLA SCHOOL OF HAIR DESIGN","IL","Proprietary",384540,"1011"
"1688","RESURRECTION UNIVERSITY","IL","Private-Nonprofit",339245,"1011"
"1689","MAC DANIELS BEAUTY SCHOOL","IL","Proprietary",106508,"1011"
"1690","HAIR PROFESSIONALS ACADEMY OF COSMETOLOGY","IL","Proprietary",703840,"1011"
"1691","HAIR PROFESSIONALS SCHOOL OF COSMETOLOGY","IL","Proprietary",234478,"1011"
"1692","CANNELLA SCHOOL OF HAIR DESIGN","IL","Proprietary",405685,"1011"
"1693","CANNELLA SCHOOL OF HAIR DESIGN","IL","Proprietary",296098,"1011"
"1694","OEHRLEIN SCHOOL OF COSMETOLOGY","IL","Proprietary",249425,"1011"
"1695","LA' JAMES INTERNATIONAL COLLEGE","IL","Proprietary",185053.7,"1011"
"1696","WESTWOOD COLLEGE - O'HARE AIRPORT","IL","Proprietary",11544743,"1011"
"1697","CONCEPT COLLEGE OF COSMETOLOGY","IL","Proprietary",458209,"1011"
"1698","PROFESSIONALS CHOICE HAIR DESIGN ACADEMY","IL","Proprietary",87931,"1011"
"1699","HAIR PROFESSIONALS CAREER COLLEGE","IL","Proprietary",203250,"1011"
"1700","COLLEGE OF OFFICE TECHNOLOGY","IL","Proprietary",1904185,"1011"
"1701","ALVAREITA'S COLLEGE OF COSMETOLOGY INC.","IL","Proprietary",231767,"1011"
"1702","CANNELLA SCHOOL OF HAIR DESIGN","IL","Proprietary",458984,"1011"
"1703","LE CORDON BLEU COLLEGE OF CULINARY ARTS IN CHICAGO","IL","Proprietary",5272300.48,"1011"
"1704","G SKIN & BEAUTY INSTITUTE","IL","Proprietary",587555,"1011"
"1705","FOX COLLEGE","IL","Proprietary",1983422.2,"1011"
"1706","LEXINGTON COLLEGE","IL","Private-Nonprofit",209723,"1011"
"1707","BELL MAR BEAUTY COLLEGE","IL","Proprietary",267180,"1011"
"1708","ENVIRONMENTAL TECHNICAL INSTITUTE","IL","Proprietary",1223190,"1011"
"1709","NILES SCHOOL OF COSMETOLOGY","IL","Proprietary",218787,"1011"
"1710","FIRST INSTITUTE","IL","Proprietary",781671,"1011"
"1711","HAIR PROFESSIONALS CAREER COLLEGE","IL","Proprietary",269924,"1011"
"1712","EMPIRE BEAUTY SCHOOL","IL","Proprietary",510763.86,"1011"
"1713","HAIRMASTERS INSTITUTE OF COSMETOLOGY","IL","Proprietary",261081,"1011"
"1714","PAUL MITCHELL THE SCHOOL BRADLEY","IL","Proprietary",1130118,"1011"
"1715","CAMEO BEAUTY ACADEMY","IL","Proprietary",499507.49,"1011"
"1716","WESTWOOD COLLEGE - DUPAGE","IL","Proprietary",10230745.54,"1011"
"1717","ROSEL SCHOOL OF COSMETOLOGY","IL","Proprietary",442780,"1011"
"1718","HEARTLAND COMMUNITY COLLEGE","IL","Public",5473287,"1011"
"1719","ST. JOHN'S COLLEGE","IL","Private-Nonprofit",121529.5,"1011"
"1720","CAINS BARBER COLLEGE","IL","Proprietary",684693,"1011"
"1721","ILLINOIS SCHOOL OF HEALTH CAREERS","IL","Proprietary",2716750,"1011"
"1722","ILLINOIS CENTER FOR BROADCASTING","IL","Proprietary",1166604.8,"1011"
"1723","NATIONAL LATINO EDUCATION INSTITUTE","IL","Private-Nonprofit",464593,"1011"
"1724","CHRISTIAN LIFE COLLEGE","IL","Private-Nonprofit",50188,"1011"
"1725","MIDWEST TECHNICAL INSTITUTE","IL","Proprietary",6650405.02,"1011"
"1726","COMPUTER SYSTEMS INSTITUTE","IL","Proprietary",5391284.68,"1011"
"1727","BUSINESS INDUSTRIAL RESOURCES","IL","Proprietary",2191467,"1011"
"1728","CORTIVA INSTITUTE - CHICAGO","IL","Proprietary",1197410,"1011"
"1729","ERIKSON INSTITUTE","IL","Private-Nonprofit",25167,"1011"
"1730","VEE'S SCHOOL OF BEAUTY CULTURE","IL","Proprietary",91884,"1011"
"1731","MR. JOHN'S SCHOOL OF JACKSONVILLE,  INC,","IL","Proprietary",186587,"1011"
"1732","ILLINOIS CAREERPATH INSTITUTE","IL","Private-Nonprofit",16650,"1011"
"1733","AMERICAN CAREER COLLEGE OF HAIR DESIGN","IL","Proprietary",242061,"1011"
"1734","EUROPEAN MASSAGE THERAPY SCHOOL","IL","Proprietary",348082.15,"1011"
"1735","SOMA INSTITUTE - THE NATIONAL SCHOOL OF CLINICAL MASSAGE THERAPY","IL","Proprietary",553714.52,"1011"
"1736","CALC, INSTITUTE OF TECHNOLOGY","IL","Proprietary",740244,"1011"
"1737","SOLEX MEDICAL ACADEMY","IL","Proprietary",109154.95,"1011"
"1738","ZAREM /GOLDE ORT TECHNICAL INSTITUTE","IL","Private-Nonprofit",2263619,"1011"
"1739","AMERICARE INSTITUTE","IL","Proprietary",606400.48,"1011"
"1740","UNIVERSITY OF AESTHETICS (THE)","IL","Proprietary",52038,"1011"
"1741","UNIVERSITY OF AESTHETICS (THE)","IL","Proprietary",20210,"1011"
"1742","TRICOCI UNIVERSITY OF BEAUTY CULTURE","IL","Proprietary",777641,"1011"
"1743","MIDWESTERN CAREER COLLEGE","IL","Proprietary",341351,"1011"
"1744","AVEDA INSTITUTE CHICAGO","IL","Proprietary",360472.14,"1011"
"1745","TRICOCI UNIVERSITY OF BEAUTY CULTURE","IL","Proprietary",490680,"1011"
"1746","TRICOCI UNIVERSITY OF BEAUTY CULTURE","IL","Proprietary",571712,"1011"
"1747","TRICOCI UNIVERSITY OF BEAUTY CULTURE","IL","Proprietary",271472,"1011"
"1748","TRICOCI UNIVERSITY OF BEAUTY CULTURE","IL","Proprietary",328699,"1011"
"1749","TRICOCI UNIVERSITY OF BEAUTY CULTURE","IL","Proprietary",599142,"1011"
"1750","PAUL MITCHELL THE SCHOOL NORMAL","IL","Proprietary",477440.62,"1011"
"1751","INNOVATIONS DESIGN ACADEMY","IL","Proprietary",134616,"1011"
"1752","SOLEX COLLEGE","IL","Proprietary",223548.42,"1011"
"1753","UNITY COSMETOLOGY COLLEGE","IL","Proprietary",167890,"1011"
"1754","SALON PROFESSIONAL ACADEMY OF ELGIN (THE)","IL","Proprietary",70301,"1011"
"1755","SKIN CARE AND SPA INSTITUTE","IL","Proprietary",199636.1,"1011"
"1756","UNIVERSAL SPA TRAINING ACADEMY","IL","Proprietary",159770,"1011"
"1757","J RENEE CAREER FACILITATION","IL","Proprietary",6365,"1011"
"1758","JOHN AMICO SCHOOL OF HAIR DESIGN","IL","Proprietary",34750,"1011"
"1759","SALON PROFESSIONAL ACADEMY (THE)","IL","Proprietary",678,"1011"
"1760","ANCILLA DOMINI COLLEGE","IN","Private-Nonprofit",1925448.95,"1011"
"1761","ANDERSON UNIVERSITY","IN","Private-Nonprofit",3564080,"1011"
"1762","BALL STATE UNIVERSITY","IN","Public",25682268,"1011"
"1763","BETHEL COLLEGE","IN","Private-Nonprofit",4960089.06,"1011"
"1764","BUTLER UNIVERSITY","IN","Private-Nonprofit",3350163.5,"1011"
"1765","DEPAUW UNIVERSITY","IN","Private-Nonprofit",2116406,"1011"
"1766","EARLHAM COLLEGE","IN","Private-Nonprofit",1386995,"1011"
"1767","UNIVERSITY OF EVANSVILLE","IN","Private-Nonprofit",3442266.98,"1011"
"1768","FRANKLIN COLLEGE OF INDIANA","IN","Private-Nonprofit",1974659,"1011"
"1769","GOSHEN COLLEGE","IN","Private-Nonprofit",1286574,"1011"
"1770","GRACE COLLEGE AND THEOLOGICAL SEMINARY","IN","Private-Nonprofit",1933398,"1011"
"1771","HANOVER COLLEGE","IN","Private-Nonprofit",1437678,"1011"
"1772","HUNTINGTON UNIVERSITY","IN","Private-Nonprofit",1804566.78,"1011"
"1773","UNIVERSITY OF INDIANAPOLIS","IN","Private-Nonprofit",7075145.96,"1011"
"1774","INDIANA INSTITUTE OF TECHNOLOGY","IN","Private-Nonprofit",9241464,"1011"
"1775","INDIANA STATE UNIVERSITY","IN","Public",17886407,"1011"
"1776","UNIVERSITY OF SOUTHERN INDIANA","IN","Public",14603026.48,"1011"
"1777","INDIANA UNIVERSITY - BLOOMINGTON","IN","Public",32107922.14,"1011"
"1778","INDIANA UNIVERSITY - EAST","IN","Public",6493368.56,"1011"
"1779","INDIANA UNIVERSITY - PURDUE UNIVERSITY INDIANAPOLIS","IN","Public",39792624.6,"1011"
"1780","INDIANA UNIVERSITY - KOKOMO","IN","Public",5091228.74,"1011"
"1781","INDIANA UNIVERSITY - NORTHWEST","IN","Public",11260147,"1011"
"1782","INDIANA UNIVERSITY - SOUTH BEND","IN","Public",14238969,"1011"
"1783","INDIANA UNIVERSITY SOUTHEAST","IN","Public",11340884.94,"1011"
"1784","MANCHESTER UNIVERSITY","IN","Private-Nonprofit",2232325.14,"1011"
"1785","MARIAN UNIVERSITY","IN","Private-Nonprofit",3942734,"1011"
"1786","INDIANA WESLEYAN UNIVERSITY","IN","Private-Nonprofit",20550852.47,"1011"
"1787","OAKLAND CITY UNIVERSITY","IN","Private-Nonprofit",1461359,"1011"
"1788","PURDUE UNIVERSITY","IN","Public",32590557,"1011"
"1789","PURDUE UNIVERSITY - NORTH CENTRAL","IN","Public",7147949.43,"1011"
"1790","PURDUE UNIVERSITY - CALUMET","IN","Public",15397932.63,"1011"
"1791","INDIANA UNIVERSITY PURDUE UNIVERSITY FT WAYNE","IN","Public",23661350.36,"1011"
"1792","ROSE-HULMAN INSTITUTE OF TECHNOLOGY","IN","Private-Nonprofit",1699567,"1011"
"1793","UNIVERSITY OF SAINT FRANCIS","IN","Private-Nonprofit",3491084,"1011"
"1794","SAINT JOSEPH'S COLLEGE","IN","Private-Nonprofit",1464087.05,"1011"
"1795","CALUMET COLLEGE OF SAINT JOSEPH","IN","Private-Nonprofit",2266940,"1011"
"1796","ST MARY OF THE WOODS COLLEGE","IN","Private-Nonprofit",2149235,"1011"
"1797","ST MARYS COLLEGE","IN","Private-Nonprofit",1667412,"1011"
"1798","TAYLOR UNIVERSITY","IN","Private-Nonprofit",2159279,"1011"
"1799","TRINE UNIVERSITY","IN","Private-Nonprofit",4350253,"1011"
"1800","UNIVERSITY OF NOTRE DAME","IN","Private-Nonprofit",5095007,"1011"
"1801","VALPARAISO UNIVERSITY","IN","Private-Nonprofit",3503104,"1011"
"1802","VINCENNES UNIVERSITY","IN","Public",19585615,"1011"
"1803","WABASH COLLEGE","IN","Private-Nonprofit",1070492.16,"1011"
"1804","INTERNATIONAL BUSINESS COLLEGE","IN","Proprietary",4527000.23,"1011"
"1805","SAINT ELIZABETH SCHOOL OF NURSING","IN","Private-Nonprofit",622663.94,"1011"
"1806","HOLY CROSS COLLEGE","IN","Private-Nonprofit",776496.78,"1011"
"1807","ITT TECHNICAL INSTITUTE","IN","Proprietary",382660608.92,"1011"
"1808","MEDTECH COLLEGE","IN","Proprietary",11214944.26,"1011"
"1809","LINCOLN COLLEGE OF TECHNOLOGY","IN","Proprietary",24002230,"1011"
"1810","HARROLD BEAUTY ACADEMY","IN","Proprietary",251691.25,"1011"
"1811","APEX ACADEMY OF HAIR DESIGN","IN","Proprietary",32525,"1011"
"1812","MERRILLVILLE BEAUTY COLLEGE","IN","Proprietary",525105.6,"1011"
