"","X","School","State","School.Type","Total.Disbursements","Year"
"9091",3560,"EVEREST COLLEGE","MO","Proprietary",5011773,1112
"9092",3561,"EASTERN OKLAHOMA COUNTY TECHNOLOGY CENTER SCHOOL DISTRICT #23","OK","Public",87022,1112
"9093",3562,"SCHUYLKILL TECHNOLOGY CENTERS","PA","Public",155593,1112
"9094",3563,"TREND SETTERS' ACADEMY OF BEAUTY CULTURE","KY","Proprietary",792220.2,1112
"9095",3564,"ACADEMY OF HAIR DESIGN #6 (THE)","MS","Proprietary",598071,1112
"9096",3565,"FOSTER'S COSMETOLOGY COLLEGE","MS","Proprietary",73979,1112
"9097",3566,"INTELLITEC COLLEGE","CO","Proprietary",2583210,1112
"9098",3567,"BERKS TECHNICAL INSTITUTE","PA","Proprietary",9934229.38,1112
"9099",3568,"NEW ENGLAND CULINARY INSTITUTE","VT","Proprietary",740919,1112
"9100",3569,"TEXAS VOCATIONAL SCHOOL","TX","Proprietary",321645.41,1112
"9101",3570,"KNOXVILLE INSTITUTE OF HAIR DESIGN","TN","Proprietary",195490,1112
"9102",3571,"PENNSYLVANIA SCHOOL OF BUSINESS","PA","Proprietary",1912917.02,1112
"9103",3572,"INTERNATIONAL SCHOOL OF COSMETOLOGY","CA","Proprietary",1031843.07,1112
"9104",3573,"BROKEN ARROW BEAUTY COLLEGE","OK","Proprietary",799167,1112
"9105",3574,"ARNOLD'S BEAUTY SCHOOL","TN","Proprietary",221144,1112
"9106",3575,"HAYS ACADEMY OF HAIR DESIGN","KS","Proprietary",240851,1112
"9107",3576,"INTERNATIONAL ACADEMY","FL","Proprietary",972745,1112
"9108",3577,"AVEDA INSTITUTE BATON ROUGE","LA","Proprietary",565338.37,1112
"9109",3578,"ALAMEDA BEAUTY COLLEGE","CA","Proprietary",580150,1112
"9110",3579,"DIESEL DRIVING ACADEMY","LA","Proprietary",776332,1112
"9111",3580,"BEE JAY'S HAIRSTYLING ACADEMY","AR","Proprietary",30156,1112
"9112",3581,"SUMMIT ACADEMY OPPORTUNITIES INDUSTRIALIZATION CENTER","MN","Private-Nonprofit",692620,1112
"9113",3582,"NATIONAL UNIVERSITY COLLEGE","PR","Proprietary",28904294.89,1112
"9114",3583,"HUERTAS COLLEGE","PR","Proprietary",8338826,1112
"9115",3584,"HAIR PROFESSIONALS ACADEMY OF COSMETOLOGY","IL","Proprietary",571537,1112
"9116",3585,"EVEREST INSTITUTE","TX","Proprietary",7296957.46,1112
"9117",3586,"HAIR PROFESSIONALS SCHOOL OF COSMETOLOGY","IL","Proprietary",207079,1112
"9118",3587,"YESHIVA OHR ELCHONON CHABAD-WEST COAST TALMUDICAL SEMINARY","CA","Private-Nonprofit",455400,1112
"9119",3588,"FAUST INSTITUTE OF COSMETOLOGY","IA","Proprietary",182589,1112
"9120",3589,"ANTHEM COLLEGE","AZ","Proprietary",15873844.24,1112
"9121",3590,"LAKE CAREER & TECHNICAL CENTER","MO","Public",72375,1112
"9122",3591,"MIAMI VALLEY CAREER TECHNOLOGY CENTER","OH","Public",816202,1112
"9123",3592,"YESHIVA DERECH CHAIM","NY","Private-Nonprofit",198850,1112
"9124",3593,"GLOBAL BUSINESS INSTITUTE","NY","Private-Nonprofit",2317378,1112
"9125",3594,"CAPRI INSTITUTE OF HAIR DESIGN","NJ","Proprietary",532093.66,1112
"9126",3595,"JOHN JAY KENNER ACADEMY","LA","Proprietary",265773.52,1112
"9127",3596,"WINDHAM COMMUNITY MEMORIAL HOSPITAL PROGRAM OF RADIOLOGIC TECHNOLOGY","CT","Private-Nonprofit",10650,1112
"9128",3597,"SCHOOL OF HEALTH","GA","Private-Nonprofit",3378890.6,1112
"9129",3598,"CENTRAL CHRISTIAN COLLEGE OF THE BIBLE","MO","Private-Nonprofit",782013.28,1112
"9130",3599,"EXPOSITO SCHOOL OF HAIR DESIGN","TX","Proprietary",187463,1112
"9131",3600,"GLENWOOD BEAUTY ACADEMY","CO","Proprietary",170961.29,1112
"9132",3601,"STEVENSON'S ACADEMY OF HAIR DESIGN","LA","Proprietary",351824,1112
"9133",3602,"EASTERN HILLS ACADEMY OF HAIR DESIGN","OH","Proprietary",248547,1112
"9134",3603,"WESTERN HILLS SCHOOL OF BEAUTY & HAIR DESIGN","OH","Proprietary",701835,1112
"9135",3604,"COLORLAB ACADEMY OF HAIR, THE","MD","Proprietary",208247,1112
"9136",3605,"PENNSYLVANIA COLLEGE OF ART & DESIGN","PA","Private-Nonprofit",380408,1112
"9137",3606,"OHIO HI-POINT CAREER CENTER","OH","Public",462994,1112
"9138",3607,"SOUTHEASTERN BIBLE COLLEGE","AL","Private-Nonprofit",450598,1112
"9139",3608,"BUCKS COUNTY SCHOOL OF BEAUTY CULTURE","PA","Proprietary",191281,1112
"9140",3609,"LIFE PACIFIC COLLEGE","CA","Private-Nonprofit",869277,1112
"9141",3610,"AMERITECH COLLEGE","UT","Proprietary",4014103.22,1112
"9142",3611,"EASTERN COLLEGE OF HEALTH VOCATIONS","AR","Proprietary",2495196,1112
"9143",3612,"COLUMBIANA COUNTY VOCATIONAL SCHOOL DISTRICT","OH","Public",661002,1112
"9144",3613,"ROCKLAND COUNTY BOCES ADULT EDUCATION","NY","Public",231869,1112
"9145",3614,"LA' JAMES INTERNATIONAL COLLEGE - DES MOINES","IA","Proprietary",491410.1,1112
"9146",3615,"JENNY LEA ACADEMY OF COSMETOLOGY","TN","Proprietary",761557.31,1112
"9147",3616,"CONCORDE CAREER INSTITUTE","FL","Proprietary",2114261,1112
"9148",3617,"CABELL COUNTY CAREER TECHNOLOGY CENTER","WV","Public",306187,1112
"9149",3618,"PAUL MITCHELL THE SCHOOL KNOXVILLE","TN","Proprietary",544280.73,1112
"9150",3619,"MR. LEON'S SCHOOL OF HAIR DESIGN","ID","Proprietary",376703.5,1112
"9151",3620,"MODERN WELDING SCHOOL, INC","NY","Proprietary",315806,1112
"9152",3621,"FRANKLIN BEAUTY SCHOOL","TX","Proprietary",401633,1112
"9153",3622,"HANOVER PUBLIC SCHOOL DISTRICT PRACTICAL NURSING PROGRAM","PA","Public",126589.15,1112
"9154",3623,"COMMUNITY COLLEGE OF AURORA CENTRETECH CAMPUS","CO","Public",11953156,1112
"9155",3624,"SISSETON WAHPETON COLLEGE","SD","Public",676205.49,1112
"9156",3625,"SOUTH COAST COLLEGE","CA","Proprietary",1320357,1112
"9157",3626,"HOUSE OF HEAVILIN BEAUTY COLLEGE","MO","Proprietary",409069,1112
"9158",3627,"SANTA FE COMMUNITY COLLEGE","NM","Public",7600212.82,1112
"9159",3628,"MISTER WAYNE'S SCHOOL OF UNISEX HAIR DESIGN","TN","Proprietary",165422.83,1112
"9160",3629,"SOUTHWEST FLORIDA COLLEGE","FL","Proprietary",5727014,1112
"9161",3630,"DUDLEY BEAUTY COLLEGE","DC","Proprietary",18630,1112
"9162",3631,"CORTIVA INSTITUTE - FLORIDA","FL","Proprietary",523712,1112
"9163",3632,"CHARLES OF ITALY BEAUTY COLLEGE","AZ","Proprietary",344548,1112
"9164",3633,"MID-ATLANTIC CHRISTIAN UNIVERSITY","NC","Private-Nonprofit",467800.5,1112
"9165",3634,"HIGH PLAINS TECHNOLOGY CENTER, SCHOOL DISTRICT NO. 24","OK","Public",203647.91,1112
"9166",3635,"ALHAMBRA BEAUTY COLLEGE","CA","Proprietary",770054.86,1112
"9167",3636,"LENAPE TECHNICAL SCHOOL","PA","Public",356442.57,1112
"9168",3637,"BEAUTY SCHOOLS OF AMERICA","FL","Proprietary",11012407.73,1112
"9169",3638,"NEW TYLER BARBER COLLEGE","AR","Proprietary",301947.22,1112
"9170",3639,"INTERACTIVE COLLEGE OF TECHNOLOGY","GA","Proprietary",10921102,1112
"9171",3640,"PAUL MITCHELL THE SCHOOL HUNTSVILLE","AL","Proprietary",351981.46,1112
"9172",3641,"HILLTOP BEAUTY SCHOOL","CA","Proprietary",676618.4,1112
"9173",3642,"CREATIVE CIRCUS","GA","Proprietary",145413.88,1112
"9174",3643,"BAYSHIRE BEAUTY ACADEMY","MI","Proprietary",316476.19,1112
"9175",3644,"UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES","TX","Proprietary",1817736,1112
"9176",3645,"LITTLE BIG HORN COLLEGE","MT","Public",1115356,1112
"9177",3646,"LA BELLE BEAUTY SCHOOL","FL","Proprietary",1110932.66,1112
"9178",3647,"MARSHA KAY BEAUTY COLLEGE","AR","Proprietary",69863,1112
"9179",3648,"NATIONAL TRACTOR TRAILER SCHOOL","NY","Proprietary",1646297.55,1112
"9180",3649,"RAPHAEL'S SCHOOL OF BEAUTY CULTURE","OH","Proprietary",616588.82,1112
"9181",3650,"GWINNETT TECHNICAL COLLEGE","GA","Public",15277027.67,1112
"9182",3651,"AMERICAN HAIR ACADEMY","IA","Proprietary",165511,1112
"9183",3652,"COLUMBIA AREA CAREER CENTER","MO","Public",227002,1112
"9184",3653,"PACE INSTITUTE","PA","Proprietary",1167881.8,1112
"9185",3654,"CONSOLIDATED SCHOOL OF BUSINESS","PA","Proprietary",490236,1112
"9186",3655,"JOLIE HEALTH AND BEAUTY ACADEMY","PA","Proprietary",641785,1112
"9187",3656,"KAPLAN CAREER INSTITUTE","PA","Proprietary",6440857.33,1112
"9188",3657,"ALTOONA BEAUTY SCHOOL","PA","Proprietary",180934,1112
"9189",3658,"CANNELLA SCHOOL OF HAIR DESIGN","IL","Proprietary",270515,1112
"9190",3659,"ART INSTITUTE OF SEATTLE (THE)","WA","Proprietary",3686463.78,1112
"9191",3660,"LANSDALE SCHOOL OF COSMETOLOGY","PA","Proprietary",99047.46,1112
"9192",3661,"ATI CAREER TRAINING CENTER","FL","Proprietary",10044750.07,1112
"9193",3662,"ADVANCED TECHNICAL CENTERS","FL","Private-Nonprofit",19500,1112
"9194",3663,"VOLUNTEER BEAUTY ACADEMY NORTH","TN","Proprietary",229294,1112
"9195",3664,"VOLUNTEER BEAUTY ACADEMY","TN","Proprietary",383417,1112
"9196",3665,"CAPITOL CITY CAREERS","TX","Proprietary",398419.03,1112
"9197",3666,"INSTITUTE OF AUDIO RESEARCH","NY","Proprietary",1264113,1112
"9198",3667,"EVEREST COLLEGE PHOENIX","AZ","Proprietary",8806194,1112
"9199",3668,"CANNELLA SCHOOL OF HAIR DESIGN","IL","Proprietary",252002,1112
"9200",3669,"NATIONAL ACADEMY OF BEAUTY ARTS","MO","Proprietary",426646,1112
"9201",3670,"PRINCE INSTITUTE - SOUTHEAST","AL","Proprietary",747056.32,1112
"9202",3671,"CHARLOTTE TECHNICAL CENTER","FL","Public",600242.67,1112
"9203",3672,"OEHRLEIN SCHOOL OF COSMETOLOGY","IL","Proprietary",225305,1112
"9204",3673,"AUTOMECA TECHNICAL COLLEGE","PR","Proprietary",7200173.96,1112
"9205",3674,"HEADLINES ACADEMY","SD","Proprietary",376652.52,1112
"9206",3675,"DESIGN INSTITUTE OF SAN DIEGO","CA","Proprietary",483918,1112
"9207",3676,"HEADQUARTERS ACADEMY OF HAIR DESIGN","ND","Proprietary",163042.66,1112
"9208",3677,"EVEREST COLLEGE","UT","Proprietary",3550550.39,1112
"9209",3678,"W F KAYNOR TECHNICAL HIGH SCHOOL","CT","Public",60434,1112
"9210",3679,"EVEREST COLLEGE","WA","Proprietary",9088247.16,1112
"9211",3680,"WITHLACOOCHEE TECHNICAL INSTITUTE","FL","Public",1178496.09,1112
"9212",3681,"TURTLE MOUNTAIN COMMUNITY COLLEGE","ND","Private-Nonprofit",2101690,1112
"9213",3682,"PRISM CAREER INSTITUTE","PA","Proprietary",2675608.24,1112
"9214",3683,"OHIO VALLEY COLLEGE OF TECHNOLOGY","OH","Proprietary",805332.1,1112
"9215",3684,"J. EVERETT LIGHT CAREER CENTER","IN","Public",195417,1112
"9216",3685,"MISSISSIPPI COLLEGE OF BEAUTY CULTURE","MS","Proprietary",237932.85,1112
"9217",3686,"AMERICAN EDUCATIONAL COLLEGE","PR","Proprietary",4711521.81,1112
"9218",3687,"MISSOURI TECHNICAL SCHOOL","MO","Proprietary",104407,1112
"9219",3688,"PLATT COLLEGE, SAN DIEGO","CA","Proprietary",1168958,1112
"9220",3689,"YTI CAREER INSTITUTE - CAPITAL REGION","PA","Proprietary",813101,1112
"9221",3690,"HERITAGE INSTITUTE","VA","Proprietary",77923,1112
"9222",3691,"TRI-RIVERS CAREER CENTER","OH","Public",427663.25,1112
"9223",3692,"PJ'S COLLEGE OF COSMETOLOGY","IN","Proprietary",130438,1112
"9224",3693,"PARKER UNIVERSITY","TX","Private-Nonprofit",238763,1112
"9225",3694,"FORTIS COLLEGE","FL","Proprietary",1577616.33,1112
"9226",3695,"FLORIDA CAREER COLLEGE","FL","Proprietary",21877974.37,1112
"9227",3696,"VENANGO COUNTY AREA VOCATIONAL TECHNICAL SCHOOL","PA","Public",243562,1112
"9228",3697,"KAPLAN COLLEGE","CA","Proprietary",4878976,1112
"9229",3698,"PROFESSIONAL BUSINESS COLLEGE","NY","Private-Nonprofit",5806034,1112
"9230",3699,"FORT WORTH BEAUTY SCHOOL","TX","Proprietary",563010,1112
"9231",3700,"PLATT COLLEGE","OK","Proprietary",6507362.71,1112
"9232",3701,"IOWA SCHOOL OF BEAUTY","IA","Proprietary",288279,1112
"9233",3702,"GEORGE STONE AREA VOCATIONAL TECHNICAL CENTER","FL","Public",958730.52,1112
"9234",3703,"MASTERS OF COSMETOLOGY COLLEGE","IN","Proprietary",364163.63,1112
"9235",3704,"AMERICAN COLLEGE OF HAIR DESIGN","MO","Proprietary",111980,1112
"9236",3705,"CLOVIS ADULT EDUCATION","CA","Public",612064.06,1112
"9237",3706,"LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER","PA","Public",1102499.44,1112
"9238",3707,"AMERICAN SCHOOL OF TECHNOLOGY","OH","Proprietary",1273624,1112
"9239",3708,"BERGEN COUNTY TECHNICAL SCHOOLS","NJ","Public",234145.44,1112
"9240",3709,"TEXAS SCHOOL OF BUSINESS","TX","Proprietary",5679175,1112
"9241",3710,"LA' JAMES INTERNATIONAL COLLEGE","IL","Proprietary",131748.27,1112
"9242",3711,"LA COLLEGE INTERNATIONAL","CA","Proprietary",1435949.09,1112
"9243",3712,"CASS CAREER CENTER","MO","Public",73242,1112
"9244",3713,"WESTWOOD COLLEGE - O'HARE AIRPORT","IL","Proprietary",6439363,1112
"9245",3714,"SCHOOL OF HAIRSTYLING (THE)","ID","Proprietary",304400,1112
"9246",3715,"SCHILLER INTERNATIONAL UNIVERSITY","FL","Proprietary",594844.82,1112
"9247",3716,"EMPIRE BEAUTY SCHOOL","NY","Proprietary",165058.84,1112
"9248",3717,"BALTIMORE INTERNATIONAL COLLEGE","MD","Private-Nonprofit",210784,1112
"9249",3718,"NORTHEAST TEXAS COMMUNITY COLLEGE","TX","Public",8105219.04,1112
"9250",3719,"TOLEDO ACADEMY OF BEAUTY CULTURE - EAST","OH","Proprietary",443319,1112
"9251",3720,"MIAMI LAKES EDUCATIONAL CENTER","FL","Public",1472059.22,1112
"9252",3721,"CONNECTICUT CENTER FOR MASSAGE THERAPY","CT","Proprietary",687472.12,1112
"9253",3722,"MARANATHA BAPTIST UNIVERSITY","WI","Private-Nonprofit",1563165,1112
"9254",3723,"CONCEPT COLLEGE OF COSMETOLOGY","IL","Proprietary",414050,1112
"9255",3724,"AMERICAN INSTITUTE OF TRUCKING","AZ","Proprietary",2855560.74,1112
"9256",3725,"KD STUDIO","TX","Proprietary",532153,1112
"9257",3726,"TONI&GUY HAIRDRESSING ACADEMY","ID","Proprietary",1018851.33,1112
"9258",3727,"MAGNOLIA COLLEGE OF COSMETOLOGY","MS","Proprietary",598584.78,1112
"9259",3728,"TIDEWATER TECH","VA","Proprietary",1514259,1112
"9260",3729,"ORANGE TECHNICAL EDUCATION CENTERS-WESTSIDE TECH","FL","Public",1427037.35,1112
"9261",3730,"TONI&GUY HAIRDRESSING ACADEMY","GA","Proprietary",283495.49,1112
"9262",3731,"PROFESSIONALS CHOICE HAIR DESIGN ACADEMY","IL","Proprietary",114709,1112
"9263",3732,"PAT WILSON'S BEAUTY COLLEGE","KY","Proprietary",186607,1112
"9264",3733,"ALLSTATE HAIRSTYLING & BARBER COLLEGE","OH","Proprietary",178895.49,1112
"9265",3734,"MICHIGAN COLLEGE OF BEAUTY-MONROE","MI","Proprietary",446200,1112
"9266",3735,"KEY COLLEGE","FL","Proprietary",198778.4,1112
"9267",3736,"NEW YORK INSTITUTE OF ENGLISH AND BUSINESS","NY","Private-Nonprofit",876399.98,1112
"9268",3737,"LABARON HAIRDRESSING ACADEMY","MA","Proprietary",134301,1112
"9269",3738,"LABARON HAIRDRESSING ACADEMY","MA","Proprietary",148636,1112
"9270",3739,"UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES","TX","Proprietary",226581,1112
"9271",3740,"KAPLAN CAREER INSTITUTE","TN","Proprietary",3730513,1112
"9272",3741,"FORTIS INSTITUTE","TN","Proprietary",4989994.57,1112
"9273",3742,"INTERFACE COLLEGE","WA","Proprietary",399569,1112
"9274",3743,"MERIDIAN COLLEGE","FL","Proprietary",844611,1112
"9275",3744,"SUNSTATE ACADEMY","FL","Proprietary",1389985.93,1112
"9276",3745,"PINEVILLE BEAUTY SCHOOL","LA","Proprietary",170802,1112
"9277",3746,"MOLER - PICKENS BEAUTY COLLEGE","OH","Proprietary",234771,1112
"9278",3747,"EMMAUS BIBLE COLLEGE","IA","Private-Nonprofit",492353.95,1112
"9279",3748,"FLORIDA INSTITUTE OF ULTRASOUND","FL","Proprietary",139603.76,1112
"9280",3749,"PIONEER PACIFIC COLLEGE","OR","Proprietary",5407901,1112
"9281",3750,"LEBANON COUNTY CAREER AND TECHNOLOGY CENTER","PA","Public",315817.83,1112
"9282",3751,"LAGUNA COLLEGE OF ART AND DESIGN","CA","Private-Nonprofit",732694,1112
"9283",3752,"PENNSYLVANIA GUNSMITH SCHOOL","PA","Proprietary",113596,1112
"9284",3753,"JRMC SCHOOL OF NURSING","AR","Private-Nonprofit",239187,1112
"9285",3754,"IOWA SCHOOL OF BEAUTY","IA","Proprietary",112848,1112
"9286",3755,"MARYLAND BEAUTY ACADEMY OF ESSEX","MD","Proprietary",309173,1112
"9287",3756,"BAPTIST MISSIONARY ASSOCIATION THEOLOGICAL SEMINARY","TX","Private-Nonprofit",97767,1112
"9288",3757,"INTERACTIVE COLLEGE OF TECHNOLOGY","TX","Proprietary",5435439,1112
"9289",3758,"NORTHWEST HAIR ACADEMY","WA","Proprietary",536182.02,1112
"9290",3759,"HAIR PROFESSIONALS CAREER COLLEGE","IL","Proprietary",202986,1112
"9291",3760,"CENTER FOR EMPLOYMENT TRAINING","CA","Private-Nonprofit",13183336.87,1112
"9292",3761,"HAIR ACADEMY","MD","Proprietary",1966332,1112
"9293",3762,"EMPIRE BEAUTY SCHOOL","OH","Proprietary",790913.79,1112
"9294",3763,"CENTURA COLLEGE","VA","Proprietary",12170730,1112
"9295",3764,"THEOLOGICAL UNIVERSITY OF THE CARIBBEAN","PR","Private-Nonprofit",735077,1112
"9296",3765,"BATON ROUGE GENERAL MEDICAL CENTER","LA","Private-Nonprofit",184459,1112
"9297",3766,"VOLUNTEER BEAUTY ACADEMY","TN","Proprietary",134912,1112
"9298",3767,"KNOX COUNTY CAREER CENTER","OH","Public",716163,1112
"9299",3768,"CUYAHOGA VALLEY CAREER CENTER","OH","Public",295920,1112
"9300",3769,"PJ'S COLLEGE OF COSMETOLOGY","KY","Proprietary",1516574,1112
"9301",3770,"BANCROFT SCHOOL OF MASSAGE THERAPY","MA","Proprietary",62887.09,1112
"9302",3771,"PROFESSIONAL SKILLS INSTITUTE","OH","Proprietary",1179991.71,1112
"9303",3772,"COLLEGE OF OFFICE TECHNOLOGY","IL","Proprietary",657574,1112
"9304",3773,"COLLEGE OF HAIR DESIGN CAREERS","OR","Proprietary",253248.5,1112
"9305",3774,"CLOYD'S BARBER SCHOOL #2","LA","Proprietary",228714,1112
"9306",3775,"BAY STATE SCHOOL OF TECHNOLOGY","MA","Proprietary",826577,1112
"9307",3776,"FORT PIERCE BEAUTY ACADEMY","FL","Proprietary",1285290.37,1112
"9308",3777,"GLENDALE CAREER COLLEGE","CA","Proprietary",2300227,1112
"9309",3778,"CHARZANNE BEAUTY COLLEGE","SC","Proprietary",303523.25,1112
"9310",3779,"MARINELLO SCHOOL OF BEAUTY","CA","Proprietary",2442762.5,1112
"9311",3780,"ROB ROY ACADEMY","MA","Proprietary",123815.15,1112
"9312",3781,"ROGERS ACADEMY OF HAIR DESIGN","IN","Proprietary",487729,1112
"9313",3782,"ROSS MEDICAL EDUCATION CENTER","MI","Proprietary",4199304.71,1112
"9314",3783,"SOUTHERN INSTITUTE OF COSMETOLOGY","TN","Proprietary",338276,1112
"9315",3784,"ST. LOUIS COLLEGE OF HEALTH CAREERS","MO","Proprietary",3198631,1112
"9316",3785,"HUMACAO COMMUNITY COLLEGE","PR","Private-Nonprofit",3342351.35,1112
"9317",3786,"LABARON HAIRDRESSING ACADEMY","KS","Proprietary",120652,1112
"9318",3787,"PAUL MITCHELL THE SCHOOL LEXINGTON","KY","Proprietary",838850,1112
"9319",3788,"FORTIS COLLEGE","AL","Proprietary",7811172.69,1112
"9320",3789,"KENNETH SHULER SCHOOL OF COSMETOLOGY & NAILS","SC","Proprietary",1455658,1112
"9321",3790,"PALO ALTO COLLEGE","TX","Public",14538420,1112
"9322",3791,"CAREER ACADEMY OF HAIR DESIGN","AR","Proprietary",977146.29,1112
"9323",3792,"ACADEMY OF RADIO & TV BROADCASTING","CA","Proprietary",393587.5,1112
"9324",3793,"FORTIS COLLEGE","VA","Proprietary",5152514.74,1112
"9325",3794,"FORT PECK COMMUNITY COLLEGE","MT","Public",698949,1112
"9326",3795,"BELLUS ACADEMY","CA","Proprietary",1567842.8,1112
"9327",3796,"INSTITUTE OF BEAUTY CAREERS","PR","Proprietary",2811969.18,1112
"9328",3797,"MONTGOMERY BEAUTY SCHOOL","MD","Proprietary",608757,1112
"9329",3798,"ROSEBURG BEAUTY COLLEGE","OR","Proprietary",208461,1112
"9330",3799,"MONTEBELLO BEAUTY COLLEGE","CA","Proprietary",478310.37,1112
"9331",3800,"WYOTECH","FL","Proprietary",3191658,1112
"9332",3801,"OGDEN WEBER APPLIED TECHNOLOGY COLLEGE","UT","Public",2164854.14,1112
"9333",3802,"NEW ENGLAND SCHOOL OF COMMUNICATIONS","ME","Private-Nonprofit",974421,1112
"9334",3803,"MID-SOUTH COMMUNITY COLLEGE","AR","Public",4945494.59,1112
"9335",3804,"LAMAR STATE COLLEGE - PORT ARTHUR","TX","Public",3888032.36,1112
"9336",3805,"HEADMASTERS SCHOOL OF HAIR DESIGN","ID","Proprietary",280139,1112
"9337",3806,"ALVAREITA'S COLLEGE OF COSMETOLOGY","IL","Proprietary",158210,1112
"9338",3807,"CANNELLA SCHOOL OF HAIR DESIGN","IL","Proprietary",483634,1112
"9339",3808,"WESTERN AREA CAREER & TECHNOLOGY CENTER","PA","Public",327215.58,1112
"9340",3809,"INDIANA COUNTY TECHNOLOGY CENTER","PA","Public",271461,1112
"9341",3810,"YESHIVA AND KOLLEL HARBOTZAS TORAH","NY","Private-Nonprofit",181000,1112
"9342",3811,"KNOX BEAUTY COLLEGE","IN","Proprietary",105924,1112
"9343",3812,"WILLOUGHBY EASTLAKE SCHOOL OF PRACTICAL NURSING","OH","Public",231600,1112
"9344",3813,"PAUL MITCHELL THE SCHOOL - LOUISVILLE","KY","Proprietary",592599,1112
"9345",3814,"KAPLAN COLLEGE","CA","Proprietary",4831804,1112
"9346",3815,"LE CORDON BLEU COLLEGE OF CULINARY ARTS IN CHICAGO","IL","Proprietary",4374666.58,1112
"9347",3816,"CLOYD'S BEAUTY SCHOOL #3","LA","Proprietary",253749.67,1112
"9348",3817,"POLARIS CAREER CENTER - ADULT EDUCATION DEPARTMENT","OH","Public",720302,1112
"9349",3818,"NORTHERN TIER CAREER CENTER","PA","Public",154969,1112
"9350",3819,"SCIOTO COUNTY CAREER TECHNICAL CENTER","OH","Public",850762.75,1112
"9351",3820,"SOUTHEASTERN BEAUTY SCHOOLS","GA","Proprietary",531902,1112
"9352",3821,"CHARLESTON COSMETOLOGY INSTITUTE","SC","Proprietary",388500.94,1112
"9353",3822,"NAVAJO TECHNICAL UNIVERSITY","NM","Public",5535957,1112
"9354",3823,"PAUL MITCHELL THE SCHOOL","TX","Proprietary",990802.54,1112
"9355",3824,"THOMAS AQUINAS COLLEGE","CA","Private-Nonprofit",504533,1112
"9356",3825,"LAMAR STATE COLLEGE - ORANGE","TX","Public",4788011.45,1112
"9357",3826,"BON SECOURS ST MARY'S HOSPITAL SCHOOL OF MEDICAL IMAGING","VA","Private-Nonprofit",58591,1112
"9358",3827,"STAGE ONE HAIR SCHOOL","LA","Proprietary",463547,1112
"9359",3828,"SHASTA BIBLE COLLEGE AND GRADUATE SCHOOL","CA","Private-Nonprofit",179577,1112
"9360",3829,"PROVO COLLEGE","UT","Proprietary",1884044,1112
"9361",3830,"LANDING SCHOOL","ME","Private-Nonprofit",60266,1112
"9362",3831,"COLLIN COUNTY COMMUNITY COLLEGE","TX","Public",26010282.97,1112
"9363",3832,"MICHIGAN BARBER SCHOOL","MI","Private-Nonprofit",739771,1112
"9364",3833,"CONCORDE CAREER COLLEGE","MO","Proprietary",4645162,1112
"9365",3834,"UNIVERSAL TECHNICAL INSTITUTE","TX","Proprietary",13675254.96,1112
"9366",3835,"FULL SAIL UNIVERSITY","FL","Proprietary",63764447.46,1112
"9367",3836,"MERCER COUNTY CAREER CENTER","PA","Public",249283,1112
"9368",3837,"AUSTIN GRADUATE SCHOOL OF THEOLOGY","TX","Private-Nonprofit",89620,1112
"9369",3838,"ARTHUR'S BEAUTY COLLEGE","AR","Proprietary",242062,1112
"9370",3839,"YESHIVA GEDOLAH OF GREATER DETROIT","MI","Private-Nonprofit",145882,1112
"9371",3840,"UNIVERSITY OF PUERTO RICO - MEDICAL SCIENCE CAMPUS","PR","Public",1922613.76,1112
"9372",3841,"HAIR FASHIONS BY KAYE BEAUTY COLLEGE","IN","Proprietary",470157,1112
"9373",3842,"HAIR FASHIONS BY KAYE BEAUTY COLLEGE","IN","Proprietary",239208,1112
"9374",3843,"WEST MICHIGAN COLLEGE OF BARBERING AND BEAUTY","MI","Proprietary",274592,1112
"9375",3844,"BECKFIELD COLLEGE","KY","Proprietary",6122345.88,1112
"9376",3845,"SOUTHWEST UNIVERSITY OF VISUAL ARTS","AZ","Proprietary",1409277,1112
"9377",3846,"CORTIVA INSTITUTE -  BOSTON","MA","Proprietary",197081,1112
"9378",3847,"EASTERN CENTER FOR ARTS AND TECHNOLOGY-PRACTICAL NURSING","PA","Public",278685,1112
"9379",3848,"GILL-TECH ACADEMY OF HAIR DESIGN","WI","Proprietary",296817,1112
"9380",3849,"BALTIMORE STUDIO OF HAIR DESIGN","MD","Proprietary",464939,1112
"9381",3850,"CR'U INSTITUTE OF COSMETOLOGY & BARBERING","CA","Proprietary",366246.09,1112
"9382",3851,"ROBERT PAUL ACADEMY OF COSMETOLOGY ARTS & SCIENCES","MD","Proprietary",147472,1112
