"","School","State","School.Type","Total.Disbursements","Year"
"6604","MID FLORIDA TECH                                                      ","FL","PUBLIC",1213397.82,"1213"
"6605","RIDGE CAREER CENTER                                                   ","FL","PUBLIC",1087133.2,"1213"
"6606","ALLIED HEALTH INSTITUTE                                               ","FL","PROPRIETARY",2253173.99,"1213"
"6607","UNIVERSITY OF MIAMI                                                   ","FL","PRIVATE-NONPROFIT",9211553,"1213"
"6608","ECKERD COLLEGE                                                        ","FL","PRIVATE-NONPROFIT",2316948.33,"1213"
"6609","ACADEMY FOR NURSING AND HEALTH OCCUPATIONS                            ","FL","PRIVATE-NONPROFIT",2233250.37,"1213"
"6610","ACUPUNCTURE AND MASSAGE COLLEGE                                       ","FL","PROPRIETARY",243307.5,"1213"
"6611","FORTIS COLLEGE                                                        ","FL","PROPRIETARY",2264185.92,"1213"
"6612","FLORIDA COLLEGE OF NATURAL HEALTH                                     ","FL","PROPRIETARY",2180099.58,"1213"
"6613","NORTHWEST FLORIDA STATE COLLEGE                                       ","FL","PUBLIC",8825127.8,"1213"
"6614","FLORIDA ACADEMY OF HEALTH & BEAUTY                                    ","FL","PROPRIETARY",99196.27,"1213"
"6615","SOUTH FLORIDA BIBLE COLLEGE AND THEOLOGICAL SEMINARY                  ","FL","PRIVATE-NONPROFIT",197796.6,"1213"
"6616","ORANGE TECHNICAL EDUCATION CENTERS-WESTSIDE TECH                      ","FL","PUBLIC",1355292.39,"1213"
"6617","FLORIDA SCHOOL OF MASSAGE                                             ","FL","PROPRIETARY",309817.48,"1213"
"6618","PENSACOLA SCHOOL OF MASSAGE THERAPY & HEALTH CAREERS                  ","FL","PROPRIETARY",358243,"1213"
"6619","FORTIS COLLEGE                                                        ","FL","PROPRIETARY",2879351.05,"1213"
"6620","FLORIDA STATE UNIVERSITY                                              ","FL","PUBLIC",42454313.98,"1213"
"6621","YESHIVA GEDOLAH RABBINICAL COLLEGE                                    ","FL","PRIVATE-NONPROFIT",116800,"1213"
"6622","INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY                        ","FL","PROPRIETARY",21827996.93,"1213"
"6623","AVEDA INSTITUTE - TALLAHASSEE                                         ","FL","PROPRIETARY",1732305.83,"1213"
"6624","LAKE SUMTER STATE COLLEGE                                             ","FL","PUBLIC",5587499.01,"1213"
"6625","MIAMI LAKES EDUCATIONAL CENTER                                        ","FL","PUBLIC",1515833.07,"1213"
"6626","HILLSBOROUGH COMMUNITY COLLEGE                                        ","FL","PUBLIC",49498047.17,"1213"
"6627","JOSE MARIA VARGAS UNIVERSITY                                          ","FL","PROPRIETARY",77669.25,"1213"
"6628","SANTA FE COLLEGE                                                      ","FL","PUBLIC",24743724.51,"1213"
"6629","TAYLOR TECHNICAL INSTITUTE                                            ","FL","PUBLIC",330670.27,"1213"
"6630","TRINITY COLLEGE OF FLORIDA                                            ","FL","PRIVATE-NONPROFIT",550930,"1213"
"6631","D. G. ERWIN TECHNICAL CENTER                                          ","FL","PUBLIC",2136052.87,"1213"
"6632","SABER COLLEGE                                                         ","FL","PRIVATE-NONPROFIT",1941377.11,"1213"
"6633","NOTTER SCHOOL OF PASTRY ARTS                                          ","FL","PROPRIETARY",112044,"1213"
"6634","SOUTHEASTERN COLLEGE                                                  ","FL","PROPRIETARY",902645,"1213"
"6635","D. A. DORSEY EDUCATIONAL CENTER                                       ","FL","PUBLIC",135541.22,"1213"
"6636","FUTURA CAREER INSTITUTE                                               ","FL","PROPRIETARY",536114.51,"1213"
"6637","AMERICAN HEALTH INSTITUTE                                             ","FL","PROPRIETARY",260999.73,"1213"
"6638","SALON PROFESSIONAL ACADEMY (THE)                                      ","FL","PROPRIETARY",170172,"1213"
"6639","PALM BEACH ATLANTIC UNIVERSITY                                        ","FL","PRIVATE-NONPROFIT",4257944,"1213"
"6640","FIRST COAST TECHNICAL INSTITUTE                                       ","FL","PUBLIC",1689975.58,"1213"
"6641","FLORIDA COLLEGE                                                       ","FL","PRIVATE-NONPROFIT",794540.5,"1213"
"6642","FLAGLER TECHNICAL INSTITUTE                                           ","FL","PUBLIC",292272.08,"1213"
"6643","SHEAR EXCELLENCE HAIR ACADEMY                                         ","FL","PROPRIETARY",341965.44,"1213"
"6644","SALON PROFESSIONAL ACADEMY (THE)                                      ","FL","PROPRIETARY",352454.74,"1213"
"6645","EVEREST UNIVERSITY                                                    ","FL","PROPRIETARY",198615091.88,"1213"
"6646","SAE INSTITUTE OF TECHNOLOGY - MIAMI                                   ","FL","PROPRIETARY",345652,"1213"
"6647","VOCATIONAL INSTITUTE OF FLORIDA                                       ","FL","PROPRIETARY",93200,"1213"
"6648","CAPE CORAL INSTITUTE OF TECHNOLOGY                                    ","FL","PUBLIC",769592,"1213"
"6649","SOUTH FLORIDA STATE COLLEGE                                           ","FL","PUBLIC",4981706.55,"1213"
"6650","MEDICAL INSTITUTE OF PALM BEACH                                       ","FL","PROPRIETARY",582478,"1213"
"6651","LINDSEY HOPKINS TECHNICAL EDUCATION CENTER                            ","FL","PUBLIC",1224635.9,"1213"
"6652","FORT MYERS INSTITUTE OF TECHNOLOGY                                    ","FL","PUBLIC",1421203.12,"1213"
"6653","UNIVERSITY OF SOUTH FLORIDA                                           ","FL","PUBLIC",64550038.7,"1213"
"6654","INTERNATIONAL ACADEMY                                                 ","FL","PROPRIETARY",887650.98,"1213"
"6655","MILLENNIA ATLANTIC UNIVERSITY                                         ","FL","PROPRIETARY",40324,"1213"
"6656","BROWARD COLLEGE                                                       ","FL","PUBLIC",88467966.7,"1213"
"6657","BAPTIST COLLEGE OF FLORIDA (THE)                                      ","FL","PRIVATE-NONPROFIT",1282051,"1213"
"6658","PAUL MITCHELL THE SCHOOL-JACKSONVILLE                                 ","FL","PROPRIETARY",1121668.97,"1213"
"6659","FLORIDA SOUTHWESTERN STATE COLLEGE                                    ","FL","PUBLIC",24327831.43,"1213"
"6660","MCI INSTITUTE OF TECHNOLOGY                                           ","FL","PROPRIETARY",900525,"1213"
"6661","TOM P. HANEY TECHNICAL CENTER                                         ","FL","PUBLIC",1261175.86,"1213"
"6662","INTERNATIONAL TRAINING CAREERS                                        ","FL","PRIVATE-NONPROFIT",1405318,"1213"
"6663","SULLIVAN AND COGLIANO TRAINING CENTERS                                ","FL","PROPRIETARY",3037975,"1213"
"6664","INDIAN RIVER STATE COLLEGE                                            ","FL","PUBLIC",28806074.14,"1213"
"6665","ROLLINS COLLEGE                                                       ","FL","PRIVATE-NONPROFIT",3608961,"1213"
"6666","MARION COUNTY COMMUNITY TECHNICAL  & ADULT EDUCATION CENTER           ","FL","PUBLIC",1115453.36,"1213"
"6667","PINELLAS TECHNICAL COLLEGE - ST. PETERSBURG CAMPUS                    ","FL","PUBLIC",1595597.74,"1213"
"6668","UNIVERSITY OF CENTRAL FLORIDA-MAIN CAMPUS                             ","FL","PUBLIC",79497967.28,"1213"
"6669","MAYNARD A. TRAVISS CAREER CENTER                                      ","FL","PUBLIC",1143103,"1213"
"6670","CONCORDE CAREER INSTITUTE                                             ","FL","PROPRIETARY",2030551,"1213"
"6671","FLORIDA ACADEMY                                                       ","FL","PROPRIETARY",256721,"1213"
"6672","MANAGEMENT RESOURCES COLLEGE                                          ","FL","PROPRIETARY",3201234.18,"1213"
"6673","WYOTECH                                                               ","FL","PROPRIETARY",2806760.5,"1213"
"6674","CHARLOTTE TECHNICAL CENTER                                            ","FL","PUBLIC",617223.6,"1213"
"6675","NORTH FLORIDA COMMUNITY COLLEGE                                       ","FL","PUBLIC",2719367.87,"1213"
"6676","MATTIA COLLEGE                                                        ","FL","PROPRIETARY",1724881,"1213"
"6677","AMERICAN ADVANCED TECHNICIANS INSTITUTE                               ","FL","PROPRIETARY",381497.68,"1213"
"6678","SOUTHEASTERN COLLEGE                                                  ","FL","PROPRIETARY",4866024,"1213"
"6679","WARNER UNIVERSITY                                                     ","FL","PRIVATE-NONPROFIT",3076552.26,"1213"
"6680","AMBIANCE BEAUTY & BARBER ACADEMY                                      ","FL","PROPRIETARY",158264.83,"1213"
"6681","COZMO THE SCHOOL                                                      ","FL","PROPRIETARY",189600.83,"1213"
"6682","UNIVERSITY OF TAMPA (THE)                                             ","FL","PRIVATE-NONPROFIT",6754275.94,"1213"
"6683","BEAUTY INSTITUTE (THE)                                                ","FL","PROPRIETARY",270713.63,"1213"
"6684","ACADEMY OF HEALING ARTS, MASSAGE & FACIAL SKIN CARE                   ","FL","PROPRIETARY",320903.14,"1213"
"6685","HOLLYWOOD INSTITUTE OF BEAUTY CAREERS                                 ","FL","PROPRIETARY",1867730.5,"1213"
"6686","SCHILLER INTERNATIONAL UNIVERSITY                                     ","FL","PROPRIETARY",803455,"1213"
"6687","CENTRAL FLORIDA INSTITUTE                                             ","FL","PROPRIETARY",1517694.67,"1213"
"6688","ATI CAREER TRAINING CENTER                                            ","FL","PROPRIETARY",343419.81,"1213"
"6689","DADE MEDICAL COLLEGE                                                  ","FL","PROPRIETARY",9571891.08,"1213"
"6690","PINELLAS TECHNICAL COLLEGE - CLEARWATER CAMPUS                        ","FL","PUBLIC",2005138.9,"1213"
"6691","DIGITAL MEDIA ARTS COLLEGE                                            ","FL","PROPRIETARY",991459,"1213"
"6692","ATLANTIC TECHNICAL CENTER                                             ","FL","PUBLIC",1286490,"1213"
"6693","ACADEMY OF COSMETOLOGY                                                ","FL","PROPRIETARY",747446.91,"1213"
"6694","SEMINOLE STATE COLLEGE OF FLORIDA                                     ","FL","PUBLIC",36682719,"1213"
"6695","NEW PROFESSIONS TECHNICAL INSTITUTE                                   ","FL","PROPRIETARY",2318710.28,"1213"
"6696","CITY COLLEGE                                                          ","FL","PRIVATE-NONPROFIT",6536505.12,"1213"
"6697","PENSACOLA STATE COLLEGE                                               ","FL","PUBLIC",18839590.73,"1213"
"6698","VALENCIA COLLEGE                                                      ","FL","PUBLIC",76307340.55,"1213"
"6699","LYNN UNIVERSITY                                                       ","FL","PRIVATE-NONPROFIT",1399575,"1213"
"6700","CORTIVA INSTITUTE - FLORIDA                                           ","FL","PROPRIETARY",359375.36,"1213"
"6701","FLORIDA SOUTHERN COLLEGE                                              ","FL","PRIVATE-NONPROFIT",3120225,"1213"
"6702","AMERICAN ACADEMY OF COSMETOLOGY                                       ","FL","PROPRIETARY",379915.19,"1213"
"6703","FORTIS INSTITUTE                                                      ","FL","PROPRIETARY",452240.48,"1213"
"6704","FLORIDA VOCATIONAL INSTITUTE                                          ","FL","PROPRIETARY",377186,"1213"
"6705","CENTURA INSTITUTE                                                     ","FL","PROPRIETARY",565109,"1213"
"6706","POLK STATE COLLEGE                                                    ","FL","PUBLIC",20163743.63,"1213"
"6707","ULTIMATE MEDICAL ACADEMY                                              ","FL","PROPRIETARY",54669057,"1213"
"6708","MARCHMAN TECHNICAL EDUCATION CENTER                                   ","FL","PUBLIC",515521.36,"1213"
"6709","AVIATION INSTITUTE OF MAINTENANCE                                     ","FL","PROPRIETARY",993689,"1213"
"6710","FULL SAIL UNIVERSITY                                                  ","FL","PROPRIETARY",67757859.88,"1213"
"6711","LORAINE'S ACADEMY                                                     ","FL","PROPRIETARY",476682,"1213"
"6712","NEW COLLEGE OF FLORIDA                                                ","FL","PUBLIC",1062816,"1213"
"6713","BEACON COLLEGE                                                        ","FL","PRIVATE-NONPROFIT",218988.98,"1213"
"6714","FLAGLER COLLEGE                                                       ","FL","PRIVATE-NONPROFIT",4856545,"1213"
"6715","BETHUNE COOKMAN UNIVERSITY                                            ","FL","PRIVATE-NONPROFIT",13138730,"1213"
"6716","BRADFORD-UNION TECHNICAL CENTER                                       ","FL","PUBLIC",326564.12,"1213"
"6717","ASM BEAUTY WORLD ACADEMY                                              ","FL","PROPRIETARY",450858,"1213"
"6718","UNIVERSITY OF SOUTHERNMOST FLORIDA                                    ","FL","PROPRIETARY",395671.91,"1213"
"6719","WITHLACOOCHEE TECHNICAL INSTITUTE                                     ","FL","PUBLIC",995289.65,"1213"
"6720","SAINT LEO UNIVERSITY                                                  ","FL","PRIVATE-NONPROFIT",27011345.52,"1213"
"6721","PROFESSIONAL HANDS INSTITUTE                                          ","FL","PROPRIETARY",221237,"1213"
"6722","CONCORDE CAREER INSTITUTE                                             ","FL","PROPRIETARY",3852888,"1213"
"6723","BARRY UNIVERSITY                                                      ","FL","PRIVATE-NONPROFIT",10740341.33,"1213"
"6724","ATI CAREER TRAINING CENTER                                            ","FL","PROPRIETARY",1909909.69,"1213"
"6725","PASCO - HERNANDO STATE COLLEGE                                        ","FL","PUBLIC",18607022.5,"1213"
"6726","JACKSONVILLE UNIVERSITY                                               ","FL","PRIVATE-NONPROFIT",4270730.19,"1213"
"6727","SALON PROFESSIONAL ACADEMY (THE)                                      ","FL","PROPRIETARY",636210.51,"1213"
"6728","UNIVERSITY OF NORTH FLORIDA                                           ","FL","PUBLIC",20442109,"1213"
